longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-117.11,32.67,52,280,71,217,71,1.4844,NEAR OCEAN,83300
-117.11,32.66,52,25,5,14,9,1.625,NEAR OCEAN,118800
-117.09,32.67,37,1157,332,983,306,2.0972,NEAR OCEAN,117000
-117.09,32.66,38,833,206,570,182,1.8333,NEAR OCEAN,127100
-117.09,32.66,37,1232,330,1086,330,1.6389,NEAR OCEAN,114300
-117.1,32.66,27,1782,560,1785,560,2.1542,NEAR OCEAN,106300
-117.1,32.67,26,2629,763,2721,767,2.0982,NEAR OCEAN,109100
-117.1,32.67,22,1690,541,1669,494,2.0213,NEAR OCEAN,110600
-117.09,32.68,30,2662,653,1997,605,2.8089,NEAR OCEAN,120600
-117.09,32.67,31,2051,549,1581,538,2.052,NEAR OCEAN,108900
-117.1,32.67,15,1635,553,1347,597,1.2745,NEAR OCEAN,92900
-117.1,32.68,20,1012,269,837,240,2.0488,NEAR OCEAN,88900
-117.1,32.69,29,4174,1195,3675,1124,1.8112,NEAR OCEAN,103600
-117.1,32.68,42,2013,568,1920,557,2.0724,NEAR OCEAN,107600
-117.1,32.68,47,771,224,637,212,2.0156,NEAR OCEAN,90300
-117.1,32.68,49,1412,350,1200,332,2.0398,NEAR OCEAN,93600
-117.1,32.68,47,1044,274,1003,280,1.7802,NEAR OCEAN,97800
-117.1,32.68,45,1183,289,900,266,2.4943,NEAR OCEAN,99600
-117.07,32.69,29,1429,293,1091,317,3.4609,NEAR OCEAN,118000
-117.08,32.69,31,2558,487,1938,492,3.4875,NEAR OCEAN,117000
-117.08,32.69,36,1571,284,1001,268,3.6875,NEAR OCEAN,111400
-117.09,32.69,34,1469,267,1031,267,3.4583,NEAR OCEAN,112700
-117.09,32.68,29,1792,449,1650,396,2.2201,NEAR OCEAN,100000
-117.07,32.69,28,1485,275,820,283,4.069,NEAR OCEAN,153300
-117.08,32.68,26,3071,615,2156,568,2.9318,NEAR OCEAN,112400
-117.08,32.68,19,3635,1078,3127,1098,1.324,NEAR OCEAN,122600
-117.09,32.68,20,2569,737,2341,705,2.0114,NEAR OCEAN,104900
-117.07,32.67,28,2758,623,2179,631,2.3814,NEAR OCEAN,112300
-117.08,32.67,31,3008,764,2088,757,2.5662,NEAR OCEAN,118200
-117.09,32.66,46,844,147,423,161,3.375,NEAR OCEAN,136300
-117.08,32.66,43,1004,236,839,235,2.81,NEAR OCEAN,103400
-117.07,32.67,35,3200,725,1723,610,1.8977,NEAR OCEAN,95600
-117.07,32.65,12,4131,891,2272,840,3.4701,NEAR OCEAN,204900
-117.07,32.64,32,5135,1025,2152,944,4.1325,NEAR OCEAN,172800
-117.08,32.64,43,1005,230,548,252,1.8672,NEAR OCEAN,145800
-117.08,32.65,17,2633,712,1487,694,2.5392,NEAR OCEAN,147000
-117.08,32.64,38,917,256,494,233,1.9241,NEAR OCEAN,150000
-117.08,32.64,11,1651,533,947,515,1.6806,NEAR OCEAN,141700
-117.09,32.65,20,1445,323,573,334,2.619,NEAR OCEAN,145800
-117.09,32.65,25,3509,985,2359,899,2.6296,NEAR OCEAN,150000
-117.08,32.65,28,2296,603,1277,550,2.3562,NEAR OCEAN,123800
-117.09,32.64,38,2095,536,1240,550,2.7218,NEAR OCEAN,145900
-117.09,32.64,30,3171,862,2126,800,2.507,NEAR OCEAN,142700
-117.1,32.64,29,1578,460,1236,461,2.5658,NEAR OCEAN,134700
-117.09,32.64,20,1999,651,1302,592,1.6321,NEAR OCEAN,57500
-117.09,32.64,19,2571,791,1205,783,1.62,NEAR OCEAN,131300
-117.09,32.63,27,2920,770,1935,746,2.4148,NEAR OCEAN,67500
-117.11,32.64,23,1619,447,1025,415,1.858,NEAR OCEAN,67500
-117.11,32.62,27,1846,509,1078,482,2.1719,NEAR OCEAN,131500
-117.09,32.62,37,1538,298,867,285,3.0729,NEAR OCEAN,128700
-117.09,32.62,37,1925,428,1344,426,2.4866,NEAR OCEAN,129700
-117.09,32.62,34,1576,364,1153,381,2.1955,NEAR OCEAN,129700
-117.08,32.63,33,2891,793,1607,754,2.1281,NEAR OCEAN,139800
-117.09,32.64,24,3613,973,2002,931,1.947,NEAR OCEAN,147500
-117.09,32.63,33,620,161,420,164,1.8417,NEAR OCEAN,150000
-117.07,32.64,38,1486,269,745,295,4.6477,NEAR OCEAN,150400
-117.07,32.63,37,2303,379,1026,357,3.455,NEAR OCEAN,156900
-117.07,32.64,30,2873,774,1593,731,2.24,NEAR OCEAN,129500
-117.06,32.63,37,1326,234,612,240,4.125,NEAR OCEAN,160200
-117.06,32.62,36,786,125,408,138,3.9167,NEAR OCEAN,189700
-117.07,32.63,40,1706,322,796,303,3.5583,NEAR OCEAN,154900
-117.07,32.63,37,2372,444,1056,419,3.7583,NEAR OCEAN,145500
-117.08,32.63,30,2504,559,1827,490,2.6146,NEAR OCEAN,159400
-117.08,32.63,28,2080,427,1266,434,2.2788,NEAR OCEAN,146300
-117.08,32.62,28,2468,506,1353,522,3.0771,NEAR OCEAN,158600
-117.08,32.62,36,1674,309,818,307,3.4773,NEAR OCEAN,150400
-117.09,32.61,23,1157,309,640,313,2.1548,NEAR OCEAN,118800
-117.09,32.61,21,1945,430,1335,419,3.6467,NEAR OCEAN,113000
-117.08,32.62,16,5192,1381,3261,1321,2.2685,NEAR OCEAN,151900
-117.08,32.61,27,2264,525,1485,468,3.3514,NEAR OCEAN,149100
-117.07,32.62,19,5016,1173,2750,1081,2.7838,NEAR OCEAN,155900
-117.06,32.61,34,4325,1015,2609,979,2.8489,NEAR OCEAN,128300
-117.07,32.61,22,5016,1331,3222,1196,2.1441,NEAR OCEAN,135500
-117.07,32.6,18,2602,551,1042,550,1.9267,NEAR OCEAN,67500
-117.07,32.59,21,1779,466,1327,488,1.6007,NEAR OCEAN,96200
-117.08,32.59,30,144,52,220,48,2.3929,NEAR OCEAN,134400
-117.08,32.6,24,1901,490,1334,476,2.2544,NEAR OCEAN,121900
-117.07,32.61,10,1686,414,1000,391,2.1765,NEAR OCEAN,128400
-117.06,32.61,24,4369,1353,3123,1247,2.0571,NEAR OCEAN,152300
-117.06,32.61,23,1630,362,1267,418,2.5625,NEAR OCEAN,131100
-117.07,32.6,13,1607,435,983,400,2.2903,NEAR OCEAN,106300
-117.06,32.6,25,1075,238,434,234,1.7472,NEAR OCEAN,94600
-117.06,32.6,24,1088,268,1095,246,2.4191,NEAR OCEAN,107300
-117.06,32.6,33,905,205,989,222,2.7014,NEAR OCEAN,108200
-117.05,32.63,31,4911,861,2334,843,4.1958,NEAR OCEAN,160100
-117.05,32.62,34,3928,686,2315,681,4.2851,NEAR OCEAN,144500
-117.04,32.62,26,3620,607,2000,593,4.9962,NEAR OCEAN,156000
-117.05,32.61,31,4033,715,2585,715,3.5096,NEAR OCEAN,139900
-117.05,32.61,21,6034,1205,3795,1146,3.2633,NEAR OCEAN,129700
-117.05,32.61,26,1563,286,1145,313,3.8615,NEAR OCEAN,139300
-117.04,32.6,20,8052,1461,5094,1430,4.2241,NEAR OCEAN,139800
-117.04,32.6,18,4747,846,3002,872,3.9076,NEAR OCEAN,152900
-117.05,32.59,16,4683,929,3073,865,3.0495,NEAR OCEAN,98300
-117.04,32.63,26,2074,356,1228,335,4.1154,NEAR OCEAN,160200
-117.04,32.62,27,1710,282,1089,297,4.6793,NEAR OCEAN,151900
-117.03,32.61,23,1553,216,778,229,5.1538,NEAR OCEAN,171300
-117.03,32.61,22,1028,148,523,152,6.0086,NEAR OCEAN,166900
-117.03,32.6,26,1335,224,742,215,5.152,NEAR OCEAN,143400
-117.02,32.59,19,1902,335,1102,313,3.0365,NEAR OCEAN,98100
-116.98,32.62,6,7995,1458,4771,1376,4.7068,NEAR OCEAN,184300
-117.06,32.64,30,4494,667,1883,680,5.766,NEAR OCEAN,186100
-117.06,32.63,29,4168,742,2096,713,4.2204,NEAR OCEAN,169800
-116.98,32.68,22,2346,380,1217,382,5.5248,NEAR OCEAN,156300
-117.01,32.67,17,2319,348,1125,337,5.551,NEAR OCEAN,266900
-117,32.67,16,2238,307,1002,303,6.6143,NEAR OCEAN,264100
-117.02,32.67,20,1505,184,635,182,6.5772,NEAR OCEAN,245200
-117.01,32.66,11,9992,1368,4495,1316,6.9664,NEAR OCEAN,293900
-117.02,32.66,19,771,,376,108,6.6272,NEAR OCEAN,273600
-116.97,32.65,4,16450,2833,7985,2683,5.6631,NEAR OCEAN,233400
-116.99,32.64,15,4331,699,2046,627,3.9519,NEAR OCEAN,193500
-117.04,32.65,8,8806,1401,3159,1059,4.2155,NEAR OCEAN,247800
-117.03,32.65,14,1111,142,472,145,7.6344,NEAR OCEAN,290500
-117,32.64,11,3098,490,1391,484,4.9792,NEAR OCEAN,170400
-117.01,32.63,7,6483,976,3269,1005,5.7358,NEAR OCEAN,221600
-117.04,32.64,5,2329,542,1213,514,4.0298,NEAR OCEAN,225600
-117.02,32.64,5,260,41,157,42,6.5151,NEAR OCEAN,281700
-117.03,32.63,13,2087,313,1165,330,5.7789,NEAR OCEAN,227700
-117.03,32.63,14,2796,476,1466,464,5.2489,NEAR OCEAN,213700
-117.04,32.63,26,2756,422,1166,398,5.1354,NEAR OCEAN,181600
-116.99,32.74,17,3101,547,1410,486,3.1771,<1H OCEAN,189900
-116.98,32.74,17,3943,843,1995,766,2.6944,<1H OCEAN,158300
-116.98,32.74,24,977,147,454,169,4.9286,<1H OCEAN,173700
-116.98,32.74,16,3361,537,1754,578,5.1098,<1H OCEAN,162300
-116.98,32.72,15,4209,680,1914,641,4.5135,<1H OCEAN,158300
-116.98,32.73,16,952,143,530,143,5.0864,<1H OCEAN,175300
-116.98,32.72,4,1078,158,571,184,4.6667,<1H OCEAN,223300
-116.97,32.74,14,7410,1344,3597,1274,4.2192,<1H OCEAN,176100
-116.95,32.74,7,2722,578,1429,574,3.9583,<1H OCEAN,141700
-116.96,32.71,18,2413,533,1129,551,2.4567,<1H OCEAN,155000
-116.95,32.73,17,1635,272,960,279,5.2671,<1H OCEAN,157100
-116.97,32.76,26,2460,313,838,299,5.9878,<1H OCEAN,270700
-116.98,32.75,25,4137,662,1905,630,4.375,<1H OCEAN,214000
-116.97,32.75,28,3519,583,1720,590,4.7973,<1H OCEAN,186900
-116.98,32.75,18,1519,369,802,347,2.9886,<1H OCEAN,170800
-116.97,32.76,33,3071,466,1348,513,6.1768,<1H OCEAN,228900
-116.95,32.76,13,5543,857,2074,737,4.9528,<1H OCEAN,266200
-116.94,32.75,4,14934,2479,6945,2418,5.1221,<1H OCEAN,229700
-116.92,32.76,9,1859,307,947,304,5.9202,<1H OCEAN,181300
-116.92,32.76,7,1659,237,862,242,5.2741,<1H OCEAN,249400
-116.91,32.75,5,8710,1614,4372,1527,4.7813,<1H OCEAN,240900
-117,32.76,31,1989,280,805,301,6.5645,<1H OCEAN,189100
-116.99,32.76,21,3833,595,1645,589,4.625,<1H OCEAN,273500
-116.99,32.74,18,3341,611,1952,602,3.9844,<1H OCEAN,215300
-117,32.74,17,2357,599,1423,510,1.8856,<1H OCEAN,118800
-116.99,32.73,30,1856,339,1103,379,4.0357,<1H OCEAN,153800
-117.01,32.75,26,4038,706,2065,687,3.9545,<1H OCEAN,178100
-117.01,32.75,34,2105,340,973,357,4.3088,<1H OCEAN,152500
-117.01,32.74,31,3473,,2098,677,2.6973,<1H OCEAN,135200
-117.01,32.73,22,2526,530,1556,529,2.8646,NEAR OCEAN,120800
-117,32.73,17,6050,1143,3424,1131,3.7647,<1H OCEAN,127600
-117,32.72,10,3817,943,2352,875,2.1362,NEAR OCEAN,143200
-117.01,32.72,12,2914,734,2104,703,2.3068,NEAR OCEAN,132300
-116.99,32.7,15,3660,622,2629,612,4.0444,NEAR OCEAN,150100
-117,32.7,23,2785,468,1456,449,4.3714,NEAR OCEAN,131000
-116.98,32.71,18,2355,444,1277,433,3.4551,<1H OCEAN,121400
-116.99,32.71,21,3049,582,2355,585,3.8904,NEAR OCEAN,113800
-117,32.71,22,2263,441,1395,416,3.725,NEAR OCEAN,123500
-117.01,32.71,20,3506,692,1977,668,2.981,NEAR OCEAN,129100
-116.99,32.72,15,825,130,334,131,4.0391,<1H OCEAN,169500
-116.99,32.72,14,1771,301,1046,284,4.775,<1H OCEAN,143300
-116.99,32.72,13,1330,216,719,215,3.8295,<1H OCEAN,149600
-116.99,32.72,11,1112,164,441,174,4.7679,<1H OCEAN,169500
-117.02,32.74,30,4205,772,2012,734,3.5,NEAR OCEAN,144700
-117.03,32.73,34,2061,,1169,400,3.5096,NEAR OCEAN,142000
-117.03,32.73,32,1750,333,997,335,3.4784,NEAR OCEAN,154400
-117.03,32.74,37,821,150,404,135,3.0125,NEAR OCEAN,130400
-117.02,32.73,22,5201,865,3280,817,4.7952,NEAR OCEAN,141400
-117.02,32.72,36,2030,369,1142,357,3.7763,NEAR OCEAN,126900
-117.03,32.73,38,3174,606,1557,619,3.5861,NEAR OCEAN,123600
-117.03,32.72,38,886,176,505,188,3.5938,NEAR OCEAN,125400
-117.03,32.72,37,2192,455,1515,446,3.0588,NEAR OCEAN,120600
-117.04,32.72,24,5474,955,3020,904,4.0813,NEAR OCEAN,137000
-117.04,32.73,36,2084,400,1097,398,3.2717,NEAR OCEAN,130700
-117.04,32.73,25,1375,267,1032,278,3.5492,NEAR OCEAN,125400
-117.05,32.72,35,3669,617,1694,585,3.9485,NEAR OCEAN,133900
-117.05,32.73,27,3184,588,1763,571,3.5529,NEAR OCEAN,133900
-117.03,32.74,35,1878,454,991,409,2.4345,NEAR OCEAN,129700
-117.04,32.74,33,3880,770,2288,805,3.6848,NEAR OCEAN,140700
-117.02,32.74,12,3301,963,2000,879,1.8594,NEAR OCEAN,119200
-117.04,32.74,5,2878,785,1727,758,1.7179,NEAR OCEAN,132000
-117.04,32.75,36,2297,418,1070,392,3.5192,NEAR OCEAN,144000
-117.05,32.75,29,2767,612,1437,587,2.8306,NEAR OCEAN,142900
-117.05,32.75,43,1718,344,826,336,2.7014,NEAR OCEAN,133700
-117.03,32.77,34,1796,428,918,424,2.875,<1H OCEAN,161200
-117.02,32.76,15,1204,326,543,326,1.0278,<1H OCEAN,154200
-117.02,32.76,40,2523,488,976,470,3.11,<1H OCEAN,185700
-117.02,32.75,33,3296,537,1345,556,5.2835,<1H OCEAN,217100
-117.03,32.75,24,7879,1655,3898,1534,3.0897,NEAR OCEAN,187300
-117.04,32.77,26,4263,1037,2199,1010,2.734,<1H OCEAN,148900
-117.04,32.76,43,3171,665,1534,625,3.141,NEAR OCEAN,141400
-117.05,32.76,37,4879,906,2076,871,3.6625,NEAR OCEAN,154800
-117.04,32.76,37,2979,557,1285,564,3.7368,NEAR OCEAN,152200
-117.04,32.77,16,7963,1881,3769,1804,2.9624,<1H OCEAN,144700
-117.03,32.77,19,4819,1492,2572,1336,2.3393,<1H OCEAN,118200
-117.05,32.78,37,1184,178,529,192,4.7941,<1H OCEAN,161700
-117.03,32.78,17,5481,1618,2957,1537,2.5707,<1H OCEAN,171300
-117.02,32.78,33,3481,708,1726,719,3.3675,<1H OCEAN,158200
-117.03,32.79,31,2366,383,1077,387,4.2992,<1H OCEAN,174400
-117.03,32.79,17,7352,1699,3331,1634,2.7006,<1H OCEAN,166300
-117,32.77,30,1802,401,776,386,2.8125,<1H OCEAN,173500
-117.01,32.76,22,3626,824,1800,769,2.8594,<1H OCEAN,189600
-117.01,32.76,34,3415,608,1464,593,4.0549,<1H OCEAN,223700
-117.01,32.77,24,2311,536,1005,525,2.9,<1H OCEAN,185200
-117.01,32.77,34,3330,723,1592,656,2.6678,<1H OCEAN,164200
-117.01,32.77,43,841,192,496,207,3.0179,<1H OCEAN,149300
-117.01,32.79,31,3776,815,1886,799,3.4421,<1H OCEAN,155300
-117.01,32.78,20,2616,597,1532,579,2.9896,<1H OCEAN,235600
-117.02,32.78,31,2567,,1198,499,3.4659,<1H OCEAN,163000
-117.02,32.79,36,2211,384,868,329,4.0491,<1H OCEAN,147900
-116.99,32.79,33,2420,393,1003,397,4.0658,<1H OCEAN,165100
-116.99,32.79,26,3623,703,1609,669,3.744,<1H OCEAN,165800
-116.99,32.78,29,1114,163,385,154,5.4333,<1H OCEAN,222800
-117,32.79,31,3256,726,1595,706,3.4773,<1H OCEAN,155800
-116.99,32.77,35,2306,334,828,310,6.1103,<1H OCEAN,301600
-116.98,32.77,29,3558,447,1097,445,8.093,<1H OCEAN,379600
-117,32.76,31,2545,373,956,342,4.3977,<1H OCEAN,226800
-117,32.77,35,2114,317,881,320,5.5,<1H OCEAN,241400
-116.95,32.78,33,2432,443,1147,427,3.3906,<1H OCEAN,138100
-116.96,32.78,26,2807,630,1785,580,2.1638,<1H OCEAN,132800
-116.97,32.78,26,8902,1413,3941,1387,4.7943,<1H OCEAN,226900
-116.92,32.78,21,4192,752,2101,710,4.4306,<1H OCEAN,159100
-116.91,32.78,15,4058,511,1580,473,7.5,<1H OCEAN,316400
-116.92,32.77,16,2770,406,1269,429,6.6783,<1H OCEAN,275000
-116.9,32.77,8,3600,492,1421,482,6.2609,<1H OCEAN,307100
-116.95,32.78,20,3425,448,1489,443,6.2552,<1H OCEAN,296400
-116.95,32.77,25,3308,421,1201,414,6.3191,<1H OCEAN,303400
-116.94,32.78,17,13559,2656,6990,2533,3.434,<1H OCEAN,193200
-116.85,32.83,17,4234,770,2191,725,3.6445,<1H OCEAN,197600
-116.88,32.81,35,2926,562,1590,506,4.2014,<1H OCEAN,143200
-116.86,32.8,19,1747,291,848,290,4.875,<1H OCEAN,187200
-116.83,32.83,6,3123,495,1513,480,5.4288,<1H OCEAN,167800
-116.83,32.81,18,2367,402,1021,395,4.8125,<1H OCEAN,210500
-116.92,32.79,24,4055,742,2123,744,4.5224,<1H OCEAN,142000
-116.93,32.79,23,5759,1258,3108,1202,3.0927,<1H OCEAN,140600
-116.91,32.8,32,1943,287,1081,292,5.6846,<1H OCEAN,208800
-116.9,32.79,21,3770,491,1410,446,6.7685,<1H OCEAN,294700
-116.94,32.8,21,7906,2292,4868,2117,1.8937,<1H OCEAN,109800
-116.93,32.79,19,3354,,1948,682,3.0192,<1H OCEAN,142300
-116.95,32.79,19,11391,3093,7178,2905,2.0326,<1H OCEAN,123200
-116.96,32.8,16,3920,1094,2612,1023,1.3291,<1H OCEAN,120800
-116.96,32.79,19,3008,693,2341,689,2.6087,<1H OCEAN,123800
-116.96,32.79,35,1081,266,691,259,2.6324,<1H OCEAN,133700
-116.96,32.8,24,2493,693,1420,643,1.8357,<1H OCEAN,104200
-116.97,32.79,19,4108,1101,2971,1006,1.9893,<1H OCEAN,112500
-116.96,32.79,17,5236,1325,3308,1233,2.3221,<1H OCEAN,138800
-116.97,32.78,37,1255,238,671,278,3.7019,<1H OCEAN,138600
-116.97,32.78,35,1113,236,681,246,2.9784,<1H OCEAN,136400
-116.97,32.79,32,1255,338,782,302,2.6635,<1H OCEAN,113600
-116.98,32.79,32,3756,662,1611,598,3.8667,<1H OCEAN,189700
-116.98,32.8,28,5721,1029,2672,1054,3.963,<1H OCEAN,164400
-116.99,32.8,34,3657,538,1513,562,5.2907,<1H OCEAN,195800
-117,32.8,33,1816,325,768,316,4.5662,<1H OCEAN,150300
-117,32.8,29,2045,398,912,368,3.0189,<1H OCEAN,144100
-116.99,32.81,25,4436,758,1997,738,4.2386,<1H OCEAN,201000
-116.99,32.81,18,10968,1521,4439,1501,6.2787,<1H OCEAN,250000
-116.97,32.83,23,149,32,101,34,2.6458,<1H OCEAN,112500
-116.97,32.81,19,1573,471,844,414,2.1422,<1H OCEAN,125000
-116.97,32.8,15,3927,1018,2204,977,2.4367,<1H OCEAN,111400
-116.94,32.81,22,4266,1010,2766,985,2.8175,<1H OCEAN,135200
-116.94,32.8,28,3042,729,1964,703,2.4141,<1H OCEAN,137500
-116.96,32.8,19,4574,1152,3045,1057,2.065,<1H OCEAN,124100
-116.96,32.8,25,3421,803,1681,742,3.369,<1H OCEAN,134400
-116.92,32.82,34,1765,284,772,282,5.0118,<1H OCEAN,165300
-116.92,32.81,23,2668,528,1510,524,3.3669,<1H OCEAN,158900
-116.93,32.82,26,4129,714,1820,718,4.2586,<1H OCEAN,171000
-116.91,32.81,22,4331,637,1952,654,5.4834,<1H OCEAN,232000
-116.92,32.8,33,1518,268,857,272,3.5586,<1H OCEAN,160400
-116.92,32.81,17,1312,394,836,337,1.6686,<1H OCEAN,112500
-116.93,32.8,19,1867,538,1219,468,2.0685,<1H OCEAN,130000
-116.93,32.81,18,2447,466,1573,472,2.6429,<1H OCEAN,125400
-116.95,32.82,19,5308,1058,2852,1092,2.9161,<1H OCEAN,135700
-116.95,32.82,12,5535,1434,3112,1262,2.5949,<1H OCEAN,108300
-116.95,32.81,31,1277,293,698,237,3.1106,<1H OCEAN,147700
-116.96,32.81,8,2378,638,1410,623,2.9097,<1H OCEAN,152500
-116.94,32.82,35,1737,285,826,294,3.2411,<1H OCEAN,159200
-116.94,32.81,8,2517,632,1686,613,2.136,<1H OCEAN,143500
-116.95,32.81,15,2619,599,1513,537,2.543,<1H OCEAN,100000
-116.95,32.82,18,3038,592,1904,595,3.8024,<1H OCEAN,144900
-116.97,32.83,17,6659,1402,3183,1378,2.949,<1H OCEAN,117300
-116.99,32.83,20,6696,1326,3687,1291,3.1979,<1H OCEAN,154600
-116.99,32.85,32,5211,949,3025,948,4.0931,<1H OCEAN,134200
-116.98,32.85,12,3570,713,3321,666,4.0882,<1H OCEAN,134500
-117.01,32.83,17,15401,3280,7302,3176,3.3067,<1H OCEAN,121900
-117.01,32.84,23,1951,395,901,378,3.1023,<1H OCEAN,143300
-117.02,32.84,17,4013,673,2263,661,5.131,<1H OCEAN,148300
-116.96,32.85,11,9724,1796,5247,1777,4.1716,<1H OCEAN,166100
-116.96,32.86,14,3064,496,1681,503,4.4347,<1H OCEAN,160300
-116.96,32.87,17,4713,740,2531,723,4.8286,<1H OCEAN,158500
-116.98,32.88,12,7320,1279,4048,1249,4.3952,<1H OCEAN,151700
-116.98,32.86,19,2121,341,1236,353,4.7717,<1H OCEAN,153200
-116.98,32.86,16,7718,1423,4383,1394,4.0693,<1H OCEAN,146400
-117,32.87,18,11544,1979,6296,1923,4.4904,<1H OCEAN,150400
-117.01,32.85,23,2592,414,1401,431,5.4903,<1H OCEAN,151400
-117,32.85,24,1888,319,950,319,5.282,<1H OCEAN,140800
-116.95,32.83,14,12517,2506,6389,2333,3.3081,<1H OCEAN,168700
-116.95,32.84,31,1307,,752,231,3.4286,<1H OCEAN,129400
-116.93,32.85,15,3273,895,1872,842,2.5388,<1H OCEAN,119000
-116.93,32.85,5,4116,990,2770,905,3.1142,<1H OCEAN,150000
-116.94,32.85,31,1293,232,599,228,4.7578,<1H OCEAN,161000
-116.94,32.84,32,1607,253,778,262,4.5278,<1H OCEAN,166300
-116.94,32.83,38,1701,317,872,304,3.7831,<1H OCEAN,147800
-116.88,32.86,9,3049,471,1527,515,5.0733,<1H OCEAN,196600
-116.86,32.87,17,5799,921,2630,843,5.0524,<1H OCEAN,285400
-116.84,32.86,16,2502,532,1211,494,3.2516,<1H OCEAN,202100
-116.89,32.85,16,1743,333,652,322,2.8906,<1H OCEAN,158300
-116.91,32.87,14,3048,597,1690,576,4.3818,<1H OCEAN,147100
-116.91,32.86,10,3699,838,2310,759,2.5365,<1H OCEAN,139500
-116.91,32.86,15,3153,628,1633,527,3.6898,<1H OCEAN,131000
-116.92,32.86,11,2204,518,1472,497,2.3693,<1H OCEAN,127000
-116.93,32.83,19,3038,529,1463,509,3.944,<1H OCEAN,172500
-116.93,32.83,21,1283,278,684,289,2.3203,<1H OCEAN,163500
-116.92,32.82,17,2492,494,1278,439,2.8875,<1H OCEAN,155700
-116.92,32.85,23,1378,269,767,266,4.0625,<1H OCEAN,145000
-116.92,32.84,16,4675,834,2188,817,4.6674,<1H OCEAN,178000
-116.91,32.83,16,5203,,2515,862,4.105,<1H OCEAN,174400
-116.92,32.82,16,2784,468,1458,465,4.0048,<1H OCEAN,184600
-116.91,32.85,21,4152,703,2255,697,4.5096,<1H OCEAN,159500
-116.89,32.85,15,3560,593,1757,574,5.1185,<1H OCEAN,185300
-116.9,32.84,18,3612,737,1864,713,2.7069,<1H OCEAN,153800
-116.89,32.82,18,2515,443,1442,449,5.0201,<1H OCEAN,154400
-116.9,32.84,18,4215,810,2104,773,4.0873,<1H OCEAN,146900
-116.91,32.82,14,1978,424,1085,387,3.8073,<1H OCEAN,170100
-116.96,32.9,16,3047,495,1507,499,5.3008,<1H OCEAN,186500
-116.94,32.89,24,2541,381,1078,372,5.2542,<1H OCEAN,227800
-116.94,32.87,24,2824,441,1480,471,5.2614,<1H OCEAN,177200
-116.93,32.87,17,3722,670,1561,604,3.6027,<1H OCEAN,211900
-116.9,32.9,19,3090,552,1621,520,4.0806,<1H OCEAN,189200
-116.84,32.92,20,1066,219,536,173,3.1607,<1H OCEAN,119300
-117.05,33.01,19,3558,588,1439,578,4.625,<1H OCEAN,211100
-117.05,33.01,17,3430,425,1468,433,10.6186,<1H OCEAN,429300
-117.04,33.01,28,922,107,314,97,8.4721,<1H OCEAN,342300
-117.03,33,6,6139,793,2693,770,7.7569,<1H OCEAN,387400
-117.04,32.99,6,9518,1418,4413,1275,6.6012,<1H OCEAN,314900
-117.04,32.98,16,1332,196,640,193,6.0226,<1H OCEAN,192900
-117.06,32.99,16,1306,196,713,222,6.2683,<1H OCEAN,180700
-117.05,32.97,17,9911,1436,4763,1414,5.5882,<1H OCEAN,194300
-117.05,32.96,18,3593,661,1992,626,4.8295,<1H OCEAN,165800
-117.04,32.97,13,6711,1256,3683,1220,4.5746,<1H OCEAN,175700
-117.03,32.97,16,3936,694,1935,659,4.5625,<1H OCEAN,231200
-117.03,32.96,16,3424,698,1940,645,4.121,<1H OCEAN,182100
-116.99,32.96,17,5509,866,2748,817,4.8854,<1H OCEAN,181300
-117.02,32.95,25,1909,334,1043,322,3.7784,<1H OCEAN,160100
-117.03,32.95,19,4500,815,2456,782,4.5032,<1H OCEAN,168900
-117.05,32.95,17,3039,555,1297,552,3.9531,<1H OCEAN,178600
-117.05,32.95,17,4814,1091,3013,1078,3.2369,<1H OCEAN,167800
-117.06,33.02,24,830,190,279,196,1.9176,<1H OCEAN,121100
-117.06,33.01,24,2618,485,726,443,3.5192,<1H OCEAN,159100
-117.07,33.01,25,2120,381,588,359,3.1187,<1H OCEAN,169400
-117.07,33.02,17,2863,665,715,467,2.6048,<1H OCEAN,148200
-117.06,33.04,17,1785,255,667,277,5.7382,<1H OCEAN,278000
-117.06,33.03,23,2023,309,678,340,7.0913,<1H OCEAN,265400
-117.07,33.03,14,6665,1231,2026,1001,5.09,<1H OCEAN,268500
-117.07,33.03,15,1095,158,361,176,6.8099,<1H OCEAN,328200
-117.08,33.03,10,2296,450,818,405,4.3424,<1H OCEAN,160600
-117.07,33.04,4,2271,578,926,391,3.6437,<1H OCEAN,210100
-117.08,33.03,15,3023,623,1283,559,3.3724,<1H OCEAN,137900
-117.08,33.03,17,987,142,463,152,5.8747,<1H OCEAN,229300
-117.08,33.03,18,1339,284,761,290,5.3074,<1H OCEAN,137200
-117.09,33.03,17,2786,396,1228,396,6.4211,<1H OCEAN,220700
-117.08,33.04,10,2577,347,1193,365,6.53,<1H OCEAN,264100
-117.15,33.02,4,15029,2279,5613,1696,7.2731,NEAR OCEAN,450400
-117.1,32.97,17,3167,861,2098,828,2.4459,<1H OCEAN,85800
-117.1,32.96,7,3619,770,1134,482,4.1279,<1H OCEAN,167600
-117.05,33.05,6,7916,1293,2741,1204,5.6436,<1H OCEAN,278600
-117.05,33.04,12,1840,254,580,234,6.7769,<1H OCEAN,400000
